18	84	-1	84	5510	0	5480	25	0	25	100	0	200	-42	55	0	0	0	0	1	0	0	1	-1	1	0	0	1	1	0	1	1	0	84	3120	12	100	-62	-529	0	1	1	绿色套装武器
19	84	-1	84	5390	0	5360	25	0	25	100	0	200	-42	55	0	0	0	0	1	0	0	1	-1	1	0	0	1	1	0	1	1	0	84	3140	12	100	-62	-529	0	1	1	蓝色稀有武器
20	84	-1	84	5660	0	5600	25	0	25	100	0	200	-39	-34	0	0	0	0	1	0	0	1	-1	1	0	0	1	1	0	1	1	0	84	3160	12	100	-62	-529	0	1	1	紫色史诗靴子
21	84	-1	84	5180	0	5120	25	0	25	100	0	200	-39	-34	0	0	0	0	1	0	0	1	-1	1	0	0	1	1	0	1	1	0	84	3100	12	100	-62	-529	0	1	1	红色世界靴子
22	84	-1	84	5540	0	5480	25	0	25	100	0	200	-39	-34	0	0	0	0	1	0	0	1	-1	1	0	0	1	1	0	1	1	0	84	3120	12	100	-62	-529	0	1	1	绿色套装靴子
23	84	-1	84	5420	0	5360	25	0	25	100	0	200	-39	-34	0	0	0	0	1	0	0	1	-1	1	0	0	1	1	0	1	1	0	84	3140	12	100	-62	-529	0	1	1	蓝色稀有靴子
24	84	-1	84	5690	0	5600	25	0	25	100	0	200	-39	-12	0	0	0	0	1	0	0	1	-1	1	0	0	1	1	0	1	1	0	84	3160	12	100	-62	-529	0	1	1	紫色史诗腰带
25	84	-1	84	5210	0	5120	25	0	25	100	0	200	-39	-12	0	0	0	0	1	0	0	1	-1	1	0	0	1	1	0	1	1	0	84	3100	12	100	-62	-529	0	1	1	红色世界腰带
26	84	-1	84	5570	0	5480	25	0	25	100	0	200	-39	-12	0	0	0	0	1	0	0	1	-1	1	0	0	1	1	0	1	1	0	84	3120	12	100	-62	-529	0	1	1	绿色套装腰带
27	84	-1	84	5450	0	5360	25	0	25	100	0	200	-39	-12	0	0	0	0	1	0	0	1	-1	1	0	0	1	1	0	1	1	0	84	3140	12	100	-62	-529	0	1	1	蓝色稀有腰带
28	84	-1	84	5600	0	5600	25	0	25	100	0	200	2	-3	0	0	0	0	1	0	1	1	-1	1	0	0	1	1	0	1	1	0	84	3160	12	100	-62	-529	0	1	1	紫色史诗首饰道具
29	84	-1	84	5120	0	5120	25	0	25	100	0	200	2	-3	0	0	0	0	1	0	1	1	-1	1	0	0	1	1	0	1	1	0	84	3100	12	100	-62	-529	0	1	1	红色世界首饰物品
30	84	-1	84	5480	0	5480	25	0	25	100	0	200	2	-3	0	0	0	0	1	0	1	1	-1	1	0	0	1	1	0	1	1	0	84	3120	12	100	-62	-529	0	1	1	绿色套装首饰材料
31	84	-1	84	5360	0	5360	25	0	25	100	0	200	2	-3	0	0	0	0	1	0	1	1	-1	1	0	0	1	1	0	1	1	0	84	3140	12	100	-62	-529	0	1	1	蓝色稀有首饰物品
32	84	-1	84	5240	0	5240	25	0	25	100	0	200	80	243	0	0	0	0	1	0	0	1	-1	1	0	0	1	1	0	1	1	0	84	160	10	100	-390	-537	0	1	1	金色卡牌货币特效及光柱
33	84	-1	84	5000	0	5000	25	0	25	100	0	200	0	-3	0	0	0	0	1	0	1	1	-1	1	0	0	1	1	0	1	1	0	84	1740	10	100	-6	0	0	1	0	橙色特殊特效及光柱
34	-1	-1	84	0	0	540	1	0	10	100	0	200	0	0	0	0	0	0	1	0	0	1	-1	1	0	0	1	1	0	0	1	0	84	1690	10	100	-9	3	0	1	0	宝石特效和光柱
35	84	-1	84	5060	0	5000	25	0	25	100	0	200	-39	-34	0	0	0	0	1	0	0	1	-1	1	0	0	1	1	0	1	1	0	84	3610	12	100	15	10	0	1	1	橙色史诗靴子
36	84	-1	84	5090	0	5000	25	0	25	100	0	200	-39	-12	0	0	0	0	1	0	0	1	-1	1	0	0	1	1	0	1	1	0	84	3610	12	100	15	10	0	1	1	橙色史诗腰带
37	84	-1	84	5030	0	5000	25	0	25	100	0	200	57	-10	0	0	0	0	1	0	0	1	-1	1	0	0	1	1	0	1	1	0	84	3610	12	100	15	10	0	1	1	橙色衣服
38	84	-1	84	5630	0	5600	25	0	25	100	0	200	57	-10	0	0	0	0	1	0	0	1	-1	1	0	0	1	1	0	1	1	0	84	3160	12	100	-62	-529	0	1	1	紫色衣服
39	84	-1	84	5150	0	5120	25	0	25	100	0	200	57	-10	0	0	0	0	1	0	0	1	-1	1	0	0	1	1	0	1	1	0	84	3100	12	100	-62	-529	0	1	1	红色衣服
40	84	-1	84	5510	0	5480	25	0	25	100	0	200	57	-10	0	0	0	0	1	0	0	1	-1	1	0	0	1	1	0	1	1	0	84	3120	12	100	-62	-529	0	1	1	绿色套装衣服
41	84	-1	84	5390	0	5360	25	0	25	100	0	200	57	-10	0	0	0	0	1	0	0	1	-1	1	0	0	1	1	0	1	1	0	84	3140	12	100	-62	-529	0	1	1	蓝色稀有衣服
42	84	-1	84	5030	0	5000	25	0	25	100	0	200	-40	-38	0	0	0	0	1	0	0	1	-1	1	0	0	1	1	0	1	1	0	84	3610	12	100	15	10	0	1	1	橙色盾牌
43	84	-1	84	5630	0	5600	25	0	25	100	0	200	-40	-38	0	0	0	0	1	0	0	1	-1	1	0	0	1	1	0	1	1	0	84	3160	12	100	-62	-529	0	1	1	紫色盾牌
44	84	-1	84	5150	0	5120	25	0	25	100	0	200	-40	-38	0	0	0	0	1	0	0	1	-1	1	0	0	1	1	0	1	1	0	84	3100	12	100	-62	-529	0	1	1	红色盾牌
45	84	-1	84	5510	0	5480	25	0	25	100	0	200	-40	-38	0	0	0	0	1	0	0	1	-1	1	0	0	1	1	0	1	1	0	84	3120	12	100	-62	-529	0	1	1	绿色盾牌
46	84	-1	84	5390	0	5360	25	0	25	100	0	200	-40	-38	0	0	0	0	1	0	0	1	-1	1	0	0	1	1	0	1	1	0	84	3140	12	100	-62	-529	0	1	1	蓝色稀有盾牌
47	84	-1	-1	930	0	0	10	0	1	200	0	200	0	0	0	0	0	0	1	0	1	1	-1	1	0	0	1	1	0	1	1	0	-1	0	1	100	0	0	0	1	1	神格专属特效
