11	3	奥吉德的权利[T2]	奥吉德的尖峰[T2]|奥吉德的统领[T2]|奥吉德的力量[T2]|奥吉德的统治[T2]|奥吉德的权威[T2]|奥吉德的智慧[T2]	0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	奥吉德的权利[T2][3件]套装已生效！
12	6	奥吉德的权利[T2]	奥吉德的尖峰[T2]|奥吉德的统领[T2]|奥吉德的力量[T2]|奥吉德的统治[T2]|奥吉德的权威[T2]|奥吉德的智慧[T2]	0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	奥吉德的权利[T2][6件]套装已生效！
13	3	奥吉德的权利[T3]	奥吉德的尖峰[T3]|奥吉德的统领[T3]|奥吉德的力量[T3]|奥吉德的统治[T3]|奥吉德的权威[T3]|奥吉德的智慧[T3]	0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	奥吉德的权利[T3][3件]套装已生效！
14	6	奥吉德的权利[T3]	奥吉德的尖峰[T3]|奥吉德的统领[T3]|奥吉德的力量[T3]|奥吉德的统治[T3]|奥吉德的权威[T3]|奥吉德的智慧[T3]	0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	奥吉德的权利[T3][6件]套装已生效！
15	3	奥吉德的权利[T4]	奥吉德的尖峰[T4]|奥吉德的统领[T4]|奥吉德的力量[T4]|奥吉德的统治[T4]|奥吉德的权威[T4]|奥吉德的智慧[T4]	0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	奥吉德的权利[T4][3件]套装已生效！
16	6	奥吉德的权利[T4]	奥吉德的尖峰[T4]|奥吉德的统领[T4]|奥吉德的力量[T4]|奥吉德的统治[T4]|奥吉德的权威[T4]|奥吉德的智慧[T4]	0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	奥吉德的权利[T4][6件]套装已生效！
17	3	幸运女神的眷顾[T1]	幸运女神的守护[T1]|幸运女神的惩罚[T1]|幸运女神的凝视[T1]|幸运女神的光荣[T1]|幸运女神的笔触[T1]|幸运女神的旅途[T1]	0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	幸运女神的眷顾[T1][3件]套装已生效！
18	6	幸运女神的眷顾[T1]	幸运女神的守护[T1]|幸运女神的惩罚[T1]|幸运女神的凝视[T1]|幸运女神的光荣[T1]|幸运女神的笔触[T1]|幸运女神的旅途[T1]	0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	幸运女神的眷顾[T1][6件]套装已生效！
19	3	幸运女神的眷顾[T2]	幸运女神的守护[T2]|幸运女神的惩罚[T2]|幸运女神的凝视[T2]|幸运女神的光荣[T2]|幸运女神的笔触[T2]|幸运女神的旅途[T2]	0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	幸运女神的眷顾[T2][3件]套装已生效！
20	6	幸运女神的眷顾[T2]	幸运女神的守护[T2]|幸运女神的惩罚[T2]|幸运女神的凝视[T2]|幸运女神的光荣[T2]|幸运女神的笔触[T2]|幸运女神的旅途[T2]	0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	幸运女神的眷顾[T2][6件]套装已生效！
21	3	幸运女神的眷顾[T3]	幸运女神的守护[T3]|幸运女神的惩罚[T3]|幸运女神的凝视[T3]|幸运女神的光荣[T3]|幸运女神的笔触[T3]|幸运女神的旅途[T3]	0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	幸运女神的眷顾[T3][3件]套装已生效！
22	6	幸运女神的眷顾[T3]	幸运女神的守护[T3]|幸运女神的惩罚[T3]|幸运女神的凝视[T3]|幸运女神的光荣[T3]|幸运女神的笔触[T3]|幸运女神的旅途[T3]	0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	幸运女神的眷顾[T3][6件]套装已生效！
23	3	幸运女神的眷顾[T4]	幸运女神的守护[T4]|幸运女神的惩罚[T4]|幸运女神的凝视[T4]|幸运女神的光荣[T4]|幸运女神的笔触[T4]|幸运女神的旅途[T4]	0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	幸运女神的眷顾[T4][3件]套装已生效！
24	6	幸运女神的眷顾[T4]	幸运女神的守护[T4]|幸运女神的惩罚[T4]|幸运女神的凝视[T4]|幸运女神的光荣[T4]|幸运女神的笔触[T4]|幸运女神的旅途[T4]	0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	幸运女神的眷顾[T4][6件]套装已生效！
