暗黑射手	5	-200	30	2	34	24	4	114	38	250	105	68	249	145	62	251	200	40	251	360	40	241	150	20	2	0	0	0
白骨力士	5	-200	30	2	34	24	4	114	38	250	105	68	249	145	62	251	200	40	251	360	40	241	150	20	2	0	0	0
入虚毒牙	5	-200	30	2	34	24	4	114	38	250	105	68	249	145	62	251	200	40	251	360	40	241	150	20	2	0	0	0
野兽王	5	-200	30	2	34	24	4	114	38	250	105	68	249	145	62	251	200	40	251	360	40	241	150	20	2	0	0	0
黑暗船长	5	-200	30	2	34	24	4	114	38	250	105	68	249	145	62	251	200	40	251	360	40	241	150	20	2	0	0	0
暮色素狐	5	-200	30	2	34	24	4	114	38	250	105	68	249	145	62	251	200	40	251	360	40	241	150	20	2	0	0	0
暮色卫士	5	-200	30	2	34	24	4	114	38	250	105	68	249	145	62	251	200	40	251	360	40	241	150	20	2	0	0	0
冥神驯兽师	5	-200	30	2	34	24	4	114	38	250	105	68	249	145	62	251	200	40	251	360	40	241	150	20	2	0	0	0
冥神骑兵	5	-200	30	2	34	24	4	114	38	250	105	68	249	145	62	251	200	40	251	360	40	241	150	20	2	0	0	0
夺魂黑蛙	5	-200	30	2	34	24	4	114	38	250	105	68	249	145	62	251	200	40	251	360	40	241	150	20	2	0	0	0
夺魂朱雀	5	-200	30	2	34	24	4	114	38	250	105	68	249	145	62	251	200	40	251	360	40	241	150	20	2	0	0	0
地底狐狸	5	-200	30	2	34	24	4	114	38	250	105	68	249	145	62	251	200	40	251	360	40	241	150	20	2	0	0	0
地底迷狐	5	-200	30	2	34	24	4	114	38	250	105	68	249	145	62	251	200	40	251	360	40	241	150	20	2	0	0	0
轻甲守卫	5	-200	30	2	34	24	4	114	38	250	105	68	249	145	62	251	200	40	251	360	40	241	150	20	2	0	0	0
海怪海狮	5	-200	30	2	34	24	4	114	38	250	105	68	249	145	62	251	200	40	251	360	40	241	150	20	2	0	0	0
风魔	5	-200	30	2	34	24	4	114	38	250	105	68	249	145	62	251	200	40	251	360	40	241	150	20	2	0	0	0
巨剑守卫	5	-200	30	2	34	24	4	114	38	250	105	68	249	145	62	251	200	40	251	360	40	241	150	20	2	0	0	0
守护法老	5	-200	30	2	34	24	4	114	38	250	105	68	249	145	62	251	200	40	251	360	40	241	150	20	2	0	0	0
重甲守卫	5	-200	30	2	34	24	4	114	38	250	105	68	249	145	62	251	200	40	251	360	40	241	150	20	2	0	0	0
晨曦小兵	5	-200	30	2	34	24	4	114	38	250	105	68	249	145	62	251	200	40	251	360	40	241	150	20	2	0	0	0
黑暗巨象	5	-200	30	2	34	24	4	114	38	250	105	68	249	145	62	251	200	40	251	360	40	241	150	20	2	0	0	0
武力神将	5	-200	30	2	34	24	4	114	38	250	105	68	249	145	62	251	200	40	251	360	40	241	150	20	2	0	0	0
地牢女神	5	-200	30	2	34	24	4	114	38	250	105	68	249	145	62	251	200	40	251	360	40	241	150	20	2	0	0	0
星月法师	5	-200	30	2	34	24	4	114	38	250	105	68	249	145	62	251	200	40	251	360	40	241	150	20	2	0	0	0
不灭卫士	5	-200	30	2	34	24	4	114	38	250	105	68	249	145	62	251	200	40	251	360	40	241	150	20	2	0	0	0
燃烧鱼人	5	-200	30	2	34	24	4	114	38	250	105	68	249	145	62	251	200	40	251	360	40	241	150	20	2	0	0	0
灾厄使者	5	-200	30	2	34	24	4	114	38	250	105	68	249	145	62	251	200	40	251	360	40	241	150	20	2	0	0	0
龙之玄龟	5	-200	30	2	34	24	4	114	38	250	105	68	249	145	62	251	200	40	251	360	40	241	150	20	2	0	0	0
祭魂长老	5	-200	30	2	34	24	4	114	38	250	105	68	249	145	62	251	200	40	251	360	40	241	150	20	2	0	0	0
孤山恶灵	5	-200	30	2	34	24	4	114	38	250	105	68	249	145	62	251	200	40	251	360	40	241	150	20	2	0	0	0
沙漠巨虫	5	-200	30	2	34	24	4	114	38	250	105	68	249	145	62	251	200	40	251	360	40	241	150	20	2	0	0	0
死灵巡逻兵	5	-200	30	2	34	24	4	114	38	250	105	68	249	145	62	251	200	40	251	360	40	241	150	20	2	0	0	0
电光尸王	5	-200	30	2	34	24	4	114	38	250	105	68	249	145	62	251	200	40	251	360	40	241	150	20	2	0	0	0
丘陵矛兵	5	-200	30	2	34	24	4	114	38	250	105	68	249	145	62	251	200	40	251	360	40	241	150	20	2	0	0	0
丘陵首领	5	-200	30	2	34	24	4	114	38	250	105	68	249	145	62	251	200	40	251	360	40	241	150	20	2	0	0	0
深渊毛人	5	-200	30	2	34	24	4	114	38	250	105	68	249	145	62	251	200	40	251	360	40	241	150	20	2	0	0	0
酋长天珠	5	-200	30	2	34	24	4	114	38	250	105	68	249	145	62	251	200	40	251	360	40	241	150	20	2	0	0	0
震天魔神	5	-200	30	2	34	24	4	114	38	250	105	68	249	145	62	251	200	40	251	360	40	241	150	20	2	0	0	0
堕落巫医	5	-200	30	2	34	24	4	114	38	250	105	68	249	145	62	251	200	40	251	360	40	241	150	20	2	0	0	0
魔杖火魔	5	-200	30	2	34	24	4	114	38	250	105	68	249	145	62	251	200	40	251	360	40	241	150	20	2	0	0	0
铁矛火魔	5	-200	30	2	34	24	4	114	38	250	105	68	249	145	62	251	200	40	251	360	40	241	150	20	2	0	0	0
遗忘战士	5	-200	30	2	34	24	4	114	38	250	105	68	249	145	62	251	200	40	251	360	40	241	150	20	2	0	0	0
遗忘导师	5	-200	30	2	34	24	4	114	38	250	105	68	249	145	62	251	200	40	251	360	40	241	150	20	2	0	0	0

古代邪恶钳虫	5	-200	30	2	34	24	4	114	38	250	105	68	249	145	62	251	200	40	251	360	40	249	150	20	2	0	0	0
超级毒兽	5	-200	30	2	34	24	4	114	38	250	105	68	249	145	62	251	200	40	251	360	40	249	150	20	2	0	0	0
多角虫王	5	-200	30	2	34	24	4	114	38	250	105	68	249	145	62	251	200	40	251	360	40	249	150	20	2	0	0	0
魔射手	5	-200	30	2	34	24	4	114	38	250	105	68	249	145	62	251	200	40	251	360	40	249	150	20	2	0	0	0
匹格英豪	5	-200	30	2	34	24	4	114	38	250	105	68	249	145	62	251	200	40	251	360	40	249	150	20	2	0	0	0
烈风圣殿卫士	5	-200	30	2	34	24	4	114	38	250	105	68	249	145	62	251	200	40	251	360	40	249	150	20	2	0	0	0
圣殿蛛王	5	-200	30	2	34	24	4	114	38	250	105	68	249	145	62	251	200	40	251	360	40	249	150	20	2	0	0	0
花吻蛛王	5	-200	30	2	34	24	4	114	38	250	105	68	249	145	62	251	200	40	251	360	40	249	150	20	2	0	0	0
猎魔巨鼠	5	-200	30	2	34	24	4	114	38	250	105	68	249	145	62	251	200	40	251	360	40	249	150	20	2	0	0	0
控尸长老	5	-200	30	2	34	24	4	114	38	250	105	68	249	145	62	251	200	40	251	360	40	249	150	20	2	0	0	0
悲悯教主	5	-200	30	2	34	24	4	114	38	250	105	68	249	145	62	251	200	40	251	360	40	249	150	20	2	0	0	0
胆小鼠皇	5	-200	30	2	34	24	4	114	38	250	105	68	249	145	62	251	200	40	251	360	40	249	150	20	2	0	0	0
月光酋长	5	-200	30	2	34	24	4	114	38	250	105	68	249	145	62	251	200	40	251	360	40	249	150	20	2	0	0	0
怒火虎王	5	-200	30	2	34	24	4	114	38	250	105	68	249	145	62	251	200	40	251	360	40	249	150	20	2	0	0	0
逃亡匪首	5	-200	30	2	34	24	4	114	38	250	105	68	249	145	62	251	200	40	251	360	40	249	150	20	2	0	0	0
淫靡亡者	5	-200	30	2	34	24	4	114	38	250	105	68	249	145	62	251	200	40	251	360	40	249	150	20	2	0	0	0
沼泽恶魔	5	-200	30	2	34	24	4	114	38	250	105	68	249	145	62	251	200	40	251	360	40	249	150	20	2	0	0	0
焦土虎王	5	-200	30	2	34	24	4	114	38	250	105	68	249	145	62	251	200	40	251	360	40	249	150	20	2	0	0	0
鬼火巨齿兽	5	-200	30	2	34	24	4	114	38	250	105	68	249	145	62	251	200	40	251	360	40	249	150	20	2	0	0	0
恶魔雄狮	5	-200	30	2	34	24	4	114	38	250	105	68	249	145	62	251	200	40	251	360	40	249	150	20	2	0	0	0
深渊珊瑚王	5	-200	30	2	34	24	4	114	38	250	105	68	249	145	62	251	200	40	251	360	40	249	150	20	2	0	0	0
蓝色土灵	5	-200	30	2	34	24	4	114	38	250	105	68	249	145	62	251	200	40	251	360	40	249	150	20	2	0	0	0
地狱魔导师	5	-200	30	2	34	24	4	114	38	250	105	68	249	145	62	251	200	40	251	360	40	249	150	20	2	0	0	0
超级炸弹战士	5	-200	30	2	34	24	4	114	38	250	105	68	249	145	62	251	200	40	251	360	40	249	150	20	2	0	0	0
摄魂荆棘草	5	-200	30	2	34	24	4	114	38	250	105	68	249	145	62	251	200	40	251	360	40	249	150	20	2	0	0	0
封印太子	5	-200	30	2	34	24	4	114	38	250	105	68	249	145	62	251	200	40	251	360	40	249	150	20	2	0	0	0
失序熊王	5	-200	30	2	34	24	4	114	38	250	105	68	249	145	62	251	200	40	251	360	40	249	150	20	2	0	0	0
叛军战士首领	5	-200	30	2	34	24	4	114	38	250	105	68	249	145	62	251	200	40	251	360	40	249	150	20	2	0	0	0
叛军刺客首领	5	-200	30	2	34	24	4	114	38	250	105	68	249	145	62	251	200	40	251	360	40	249	150	20	2	0	0	0
叛军道士首领	5	-200	30	2	34	24	4	114	38	250	105	68	249	145	62	251	200	40	251	360	40	249	150	20	2	0	0	0
叛军法师首领	5	-200	30	2	34	24	4	114	38	250	105	68	249	145	62	251	200	40	251	360	40	249	150	20	2	0	0	0
伊雪兰勇士	5	-200	30	2	34	24	4	114	38	250	105	68	249	145	62	251	200	40	251	360	40	249	150	20	2	0	0	0
熔炉蜗牛王	5	-200	30	2	34	24	4	114	38	250	105	68	249	145	62	251	200	40	251	360	40	249	150	20	2	0	0	0
腥红丧尸王	5	-200	30	2	34	24	4	114	38	250	105	68	249	145	62	251	200	40	251	360	40	249	150	20	2	0	0	0
陵墓蛛王	5	-200	30	2	34	24	4	114	38	250	105	68	249	145	62	251	200	40	251	360	40	249	150	20	2	0	0	0
枯藤金蟾王	5	-200	30	2	34	24	4	114	38	250	105	68	249	145	62	251	200	40	251	360	40	249	150	20	2	0	0	0
暮色教主	5	-200	30	2	34	24	4	114	38	250	105	68	249	145	62	251	200	40	251	360	40	249	150	20	2	0	0	0
冥神教主	5	-200	30	2	34	24	4	114	38	250	105	68	249	145	62	251	200	40	251	360	40	249	150	20	2	0	0	0
夺魂教主	5	-200	30	2	34	24	4	114	38	250	105	68	249	145	62	251	200	40	251	360	40	249	150	20	2	0	0	0
深渊蛛王	5	-200	30	2	34	24	4	114	38	250	105	68	249	145	62	251	200	40	251	360	40	249	150	20	2	0	0	0
灵魂收割者	5	-200	30	2	34	24	4	114	38	250	105	68	249	145	62	251	200	40	251	360	40	249	150	20	2	0	0	0
蓝影刀客	5	-200	30	2	34	24	4	114	38	250	105	68	249	145	62	251	200	40	251	360	40	249	150	20	2	0	0	0
重甲守卫	5	-200	30	2	34	24	4	114	38	250	105	68	249	145	62	251	200	40	251	360	40	249	150	20	2	0	0	0
晨曦战王	5	-200	30	2	34	24	4	114	38	250	105	68	249	145	62	251	200	40	251	360	40	249	150	20	2	0	0	0
卡恩司坦伯爵	5	-200	30	2	34	24	4	114	38	250	105	68	249	145	62	251	200	40	251	360	40	249	150	20	2	0	0	0
银河巨怪	5	-200	30	2	34	24	4	114	38	250	105	68	249	145	62	251	200	40	251	360	40	249	150	20	2	0	0	0
灾厄首领	5	-200	30	2	34	24	4	114	38	250	105	68	249	145	62	251	200	40	251	360	40	249	150	20	2	0	0	0
守望统帅	5	-200	30	2	34	24	4	114	38	250	105	68	249	145	62	251	200	40	251	360	40	249	150	20	2	0	0	0
秃鹫之王	5	-200	30	2	34	24	4	114	38	250	105	68	249	145	62	251	200	40	251	360	40	249	150	20	2	0	0	0
万恶贤者	5	-200	30	2	34	24	4	114	38	250	105	68	249	145	62	251	200	40	251	360	40	249	150	20	2	0	0	0
米尔霸王	5	-200	30	2	34	24	4	114	38	250	105	68	249	145	62	251	200	40	251	360	40	249	150	20	2	0	0	0
地狱之王	5	-200	30	2	34	24	4	114	38	250	105	68	249	145	62	251	200	40	251	360	40	249	150	20	2	0	0	0
灰烬教主	5	-200	30	2	34	24	4	114	38	250	105	68	249	145	62	251	200	40	251	360	40	249	150	20	2	0	0	0

罪恶战士	6	-200	30	5	34	24	4	114	38	250	105	68	249	145	62	251	200	40	251	360	40	253	150	20	2	0	0	0
暗黑魔导师	6	-200	30	5	34	24	4	114	38	250	105	68	249	145	62	251	200	40	251	360	40	253	150	20	2	0	0	0
学者凯伊	6	-200	30	5	34	24	4	114	38	250	105	68	249	145	62	251	200	40	251	360	40	253	150	20	2	0	0	0
刺客凯恩	6	-200	30	5	34	24	4	114	38	250	105	68	249	145	62	251	200	40	251	360	40	253	150	20	2	0	0	0
贤者凯伊	6	-200	30	5	34	24	4	114	38	250	105	68	249	145	62	251	200	40	251	360	40	253	150	20	2	0	0	0
奥玛黑灵	6	-200	30	5	34	24	4	114	38	250	105	68	249	145	62	251	200	40	251	360	40	253	150	20	2	0	0	0
野兽王	6	-200	30	5	34	24	4	114	38	250	105	68	249	145	62	251	200	40	251	360	40	253	150	20	2	0	0	0
黑暗船长	6	-200	30	5	34	24	4	114	38	250	105	68	249	145	62	251	200	40	251	360	40	253	150	20	2	0	0	0
阳勇王	6	-200	30	5	34	24	4	114	38	250	105	68	249	145	62	251	200	40	251	360	40	253	150	20	2	0	0	0
岩石炸弹	6	-200	30	5	34	24	4	114	38	250	105	68	249	145	62	251	200	40	251	360	40	253	150	20	2	0	0	0
异秘统帅	6	-200	30	5	34	24	4	114	38	250	105	68	249	145	62	251	200	40	251	360	40	253	150	20	2	0	0	0
失落女王	6	-200	30	5	34	24	4	114	38	250	105	68	249	145	62	251	200	40	251	360	40	253	150	20	2	0	0	0
不朽宝象王	6	-200	30	5	34	24	4	114	38	250	105	68	249	145	62	251	200	40	251	360	40	253	150	20	2	0	0	0
复仇雪狼王	6	-200	30	5	34	24	4	114	38	250	105	68	249	145	62	251	200	40	251	360	40	253	150	20	2	0	0	0

异秘使者[世界]	9	-200	30	16	34	24	4	114	38	250	105	68	249	145	62	251	200	40	251	360	40	250	150	20	2	0	0	0
腥红异形[世界]	9	-200	30	16	34	24	4	114	38	250	105	68	249	145	62	251	200	40	251	360	40	250	150	20	2	0	0	0
青龙[世界]	9	-200	30	16	34	24	4	114	38	250	105	68	249	145	62	251	200	40	251	360	40	250	150	20	2	0	0	0
玄武[世界]	9	-200	30	16	34	24	4	114	38	250	105	68	249	145	62	251	200	40	251	360	40	250	150	20	2	0	0	0
穷奇[世界]	9	-200	30	16	34	24	4	114	38	250	105	68	249	145	62	251	200	40	251	360	40	250	150	20	2	0	0	0
战士长老[世界]	9	-200	30	16	34	24	4	114	38	250	105	68	249	145	62	251	200	40	251	360	40	250	150	20	2	0	0	0
道士长老[世界]	9	-200	30	16	34	24	4	114	38	250	105	68	249	145	62	251	200	40	251	360	40	250	150	20	2	0	0	0
刺客长老[世界]	9	-200	30	16	34	24	4	114	38	250	105	68	249	145	62	251	200	40	251	360	40	250	150	20	2	0	0	0
射手长老[世界]	9	-200	30	16	34	24	4	114	38	250	105	68	249	145	62	251	200	40	251	360	40	250	150	20	2	0	0	0
守护魔神[世界]	9	-200	30	16	34	24	4	114	38	250	105	68	249	145	62	251	200	40	251	360	40	250	150	20	2	0	0	0
守护火魔[世界]	9	-200	30	16	34	24	4	114	38	250	105	68	249	145	62	251	200	40	251	360	40	250	150	20	2	0	0	0
阎魔太子[世界]	9	-200	30	16	34	24	4	114	38	250	105	68	249	145	62	251	200	40	251	360	40	250	150	20	2	0	0	0
巨锤领主[世界]	9	-200	30	16	34	24	4	114	38	250	105	68	249	145	62	251	200	40	251	360	40	250	150	20	2	0	0	0
巨石魔兽[世界]	9	-200	30	16	34	24	4	114	38	250	105	68	249	145	62	251	200	40	251	360	40	250	150	20	2	0	0	0
